time,R third metatarsal head,R second toe,R fifth metatarsal head,R lateral heel,R heel,R medial heel,R first metatarsal head,R first toe
0.0021246499999989,1.77642822265625,1.436767578125,3.33349609375,1.976287841796875,0.7952880859375,1.0150299072265625,1.23388671875,0.88525390625
0.0051571500000022,1.77642822265625,1.436767578125,3.33349609375,1.9957275390625,0.7952880859375,1.0150299072265625,1.23388671875,0.88525390625
0.0082401299999972,1.77642822265625,1.436767578125,3.36083984375,1.9957275390625,0.7720947265625,1.0150299072265625,1.25048828125,0.88525390625
0.0113707599999983,1.7857666015625,1.436767578125,3.370849609375,1.9957275390625,0.7720947265625,1.0150299072265625,1.2547607421875,0.88525390625
0.0145079999999993,1.77642822265625,1.436767578125,3.370849609375,1.9957275390625,0.7720947265625,0.9775543212890624,1.2547607421875,0.88525390625
0.0178069999999976,1.77642822265625,1.436767578125,3.370849609375,1.9957275390625,0.74639892578125,0.9775543212890624,1.263427734375,0.9073486328125
0.0209509900000028,1.77642822265625,1.45068359375,3.370849609375,2.0169677734375,0.74639892578125,0.9775543212890624,1.263427734375,0.9073486328125
0.0239767300000011,1.77642822265625,1.45068359375,3.36083984375,2.0169677734375,0.74639892578125,0.9775543212890624,1.2723388671875,0.93115234375
0.0270890000000036,1.77642822265625,1.45068359375,3.370849609375,1.9957275390625,0.72119140625,0.9775543212890624,1.281005859375,0.93115234375
0.0302630799999974,1.77642822265625,1.45068359375,3.36083984375,2.0169677734375,0.6971435546875,0.942474365234375,1.281005859375,0.953369140625
0.0332969900000037,1.77642822265625,1.45068359375,3.36083984375,1.9957275390625,0.670654296875,0.942474365234375,1.298828125,0.9754638671875
0.0365015799999994,1.77642822265625,1.45068359375,3.340087890625,2.0169677734375,0.64453125,0.942474365234375,1.298828125,0.9754638671875
0.0395766700000024,1.77642822265625,1.45068359375,3.340087890625,2.0169677734375,0.6192626953125,0.9775543212890624,1.298828125,0.9754638671875
0.0427536199999991,1.77642822265625,1.45068359375,3.340087890625,2.0169677734375,0.6192626953125,0.9775543212890624,1.298828125,0.997314453125
0.0457994699999986,1.77642822265625,1.45068359375,3.340087890625,2.0169677734375,0.6192626953125,0.9775543212890624,1.309814453125,1.0235595703125
0.0489302599999987,1.77642822265625,1.45068359375,3.340087890625,2.0169677734375,0.6192626953125,0.942474365234375,1.31591796875,1.0235595703125
0.0520729300000013,1.77642822265625,1.4615478515625,3.36083984375,2.036346435546875,0.6192626953125,0.942474365234375,1.31591796875,1.041259765625
0.0551975400000017,1.77642822265625,1.4615478515625,3.36083984375,2.036346435546875,0.594970703125,0.942474365234375,1.309814453125,1.041259765625
0.0582837299999994,1.7857666015625,1.4736328125,3.36083984375,2.036346435546875,0.6192626953125,0.942474365234375,1.309814453125,1.041259765625
0.061399999999999,1.77642822265625,1.4736328125,3.36083984375,2.036346435546875,0.594970703125,0.942474365234375,1.31591796875,1.0875244140625
0.0645181499999978,1.7857666015625,1.485595703125,3.36083984375,2.036346435546875,0.6192626953125,0.942474365234375,1.309814453125,1.108154296875
0.067637470000001,1.7857666015625,1.485595703125,3.370849609375,2.036346435546875,0.594970703125,0.942474365234375,1.309814453125,1.1480712890625
0.0707570000000004,1.7857666015625,1.485595703125,3.395263671875,2.036346435546875,0.6192626953125,0.942474365234375,1.298828125,1.1700439453125
0.0738636299999981,1.7857666015625,1.499267578125,3.395263671875,2.036346435546875,0.6192626953125,0.942474365234375,1.298828125,1.189697265625
0.0770003700000003,1.7857666015625,1.485595703125,3.395263671875,2.036346435546875,0.6192626953125,0.942474365234375,1.298828125,1.2119140625
0.0801017300000026,1.7857666015625,1.485595703125,3.400146484375,2.036346435546875,0.6192626953125,0.942474365234375,1.2906494140625,1.2335205078125
0.0832481300000012,1.796112060546875,1.499267578125,3.400146484375,2.036346435546875,0.6192626953125,0.942474365234375,1.281005859375,1.2335205078125
0.0863341700000006,1.796112060546875,1.499267578125,3.400146484375,2.05438232421875,0.6192626953125,0.942474365234375,1.2723388671875,1.2335205078125
0.0894978600000016,1.796112060546875,1.509521484375,3.425537109375,2.036346435546875,0.6192626953125,0.942474365234375,1.2723388671875,1.251220703125
0.0925592299999991,1.796112060546875,1.509521484375,3.425537109375,2.05438232421875,0.6192626953125,0.942474365234375,1.2723388671875,1.2725830078125
0.0956860399999968,1.796112060546875,1.509521484375,3.431640625,2.05438232421875,0.6192626953125,0.9775543212890624,1.263427734375,1.28662109375
0.0987792499999997,1.796112060546875,1.509521484375,3.44921875,2.05438232421875,0.594970703125,0.9775543212890624,1.263427734375,1.307861328125
0.1018690800000001,1.805755615234375,1.5203857421875,3.44921875,2.05438232421875,0.594970703125,0.9775543212890624,1.263427734375,1.3267822265625
0.1050593399999968,1.805755615234375,1.530029296875,3.462158203125,2.05438232421875,0.594970703125,0.942474365234375,1.263427734375,1.3267822265625
0.1081546699999975,1.805755615234375,1.530029296875,3.462158203125,2.05438232421875,0.594970703125,0.942474365234375,1.263427734375,1.3436279296875
0.1113269499999987,1.805755615234375,1.530029296875,3.462158203125,2.05438232421875,0.594970703125,0.942474365234375,1.263427734375,1.3631591796875
0.1145192399999999,1.805755615234375,1.5430908203125,3.478759765625,2.05438232421875,0.567626953125,0.942474365234375,1.263427734375,1.3828125
0.1173182100000005,1.805755615234375,1.5430908203125,3.49560546875,2.074310302734375,0.567626953125,0.942474365234375,1.263427734375,1.3828125
0.1203787500000004,1.805755615234375,1.5430908203125,3.511962890625,2.05438232421875,0.567626953125,0.942474365234375,1.263427734375,1.3828125
